station,valid,drct
RYV,2025-04-06 04:55,330.00
JVL,2025-04-06 04:55,360.00
EFT,2025-04-06 04:55,350.00
MSN,2025-04-06 05:53,330.00
RYV,2025-04-06 05:55,330.00
EFT,2025-04-06 05:55,350.00
JVL,2025-04-06 05:55,350.00
MSN,2025-04-06 06:53,320.00
EFT,2025-04-06 06:55,350.00
JVL,2025-04-06 06:55,340.00
RYV,2025-04-06 06:55,310.00
MSN,2025-04-06 07:53,330.00
EFT,2025-04-06 07:55,350.00
JVL,2025-04-06 07:55,340.00
RYV,2025-04-06 07:55,0.00
MSN,2025-04-06 08:53,330.00
RYV,2025-04-06 08:55,330.00
JVL,2025-04-06 08:55,340.00
EFT,2025-04-06 08:55,350.00
MSN,2025-04-06 09:53,330.00
RYV,2025-04-06 09:55,330.00
JVL,2025-04-06 09:55,350.00
EFT,2025-04-06 09:55,360.00
JVL,2025-04-06 10:45,350.00
MSN,2025-04-06 10:53,320.00
EFT,2025-04-06 10:55,340.00
RYV,2025-04-06 10:55,0.00
JVL,2025-04-06 11:45,0.00
MSN,2025-04-06 11:53,320.00
RYV,2025-04-06 11:55,0.00
EFT,2025-04-06 11:55,340.00
JVL,2025-04-06 12:45,300.00
MSN,2025-04-06 12:53,0.00
RYV,2025-04-06 12:55,0.00
EFT,2025-04-06 12:55,350.00
JVL,2025-04-06 13:45,350.00
MSN,2025-04-06 13:53,350.00
RYV,2025-04-06 13:55,320.00
EFT,2025-04-06 13:55,10.00
JVL,2025-04-06 14:45,50.00
MSN,2025-04-06 14:53,null
EFT,2025-04-06 14:55,70.00
RYV,2025-04-06 14:55,360.00
JVL,2025-04-06 15:45,80.00
MSN,2025-04-06 15:53,110.00
EFT,2025-04-06 15:55,80.00
RYV,2025-04-06 15:55,80.00
JVL,2025-04-06 16:45,40.00
MSN,2025-04-06 16:53,null
RYV,2025-04-06 16:55,0.00
EFT,2025-04-06 16:55,0.00
JVL,2025-04-06 17:45,80.00
MSN,2025-04-06 17:53,190.00
RYV,2025-04-06 17:55,310.00
EFT,2025-04-06 17:55,250.00
JVL,2025-04-06 18:45,270.00
MSN,2025-04-06 18:53,null
RYV,2025-04-06 18:55,0.00
EFT,2025-04-06 18:55,220.00
JVL,2025-04-06 19:45,290.00
MSN,2025-04-06 19:53,220.00
RYV,2025-04-06 19:55,280.00
EFT,2025-04-06 19:55,290.00
JVL,2025-04-06 20:45,290.00
MSN,2025-04-06 20:53,null
EFT,2025-04-06 20:55,310.00
RYV,2025-04-06 20:55,300.00
JVL,2025-04-06 21:45,270.00
MSN,2025-04-06 21:53,null
EFT,2025-04-06 21:55,260.00
RYV,2025-04-06 21:55,310.00
JVL,2025-04-06 22:45,240.00
MSN,2025-04-06 22:53,null
EFT,2025-04-06 22:55,270.00
RYV,2025-04-06 22:55,220.00
JVL,2025-04-06 23:45,260.00
MSN,2025-04-06 23:53,230.00
EFT,2025-04-06 23:55,270.00
RYV,2025-04-06 23:55,230.00
MSN,2025-04-07 00:53,null
EFT,2025-04-07 00:55,240.00
RYV,2025-04-07 00:55,220.00
MSN,2025-04-07 01:53,210.00
RYV,2025-04-07 01:55,210.00
EFT,2025-04-07 01:55,210.00
MSN,2025-04-07 02:53,200.00
EFT,2025-04-07 02:55,210.00
JVL,2025-04-07 02:55,190.00
RYV,2025-04-07 02:55,200.00
MSN,2025-04-07 03:53,200.00
JVL,2025-04-07 03:55,200.00
RYV,2025-04-07 03:55,190.00
EFT,2025-04-07 03:55,220.00
MSN,2025-04-07 04:53,210.00
EFT,2025-04-07 04:55,220.00
RYV,2025-04-07 04:55,200.00
JVL,2025-04-07 04:55,220.00
JVL,2025-04-07 05:50,220.00
MSN,2025-04-07 05:53,210.00
RYV,2025-04-07 05:55,210.00
EFT,2025-04-07 05:55,220.00
MSN,2025-04-07 06:53,230.00
EFT,2025-04-07 06:55,220.00
JVL,2025-04-07 06:55,210.00
RYV,2025-04-07 06:55,220.00
MSN,2025-04-07 07:53,240.00
EFT,2025-04-07 07:55,230.00
JVL,2025-04-07 07:55,230.00
RYV,2025-04-07 07:55,230.00
MSN,2025-04-07 08:53,null
JVL,2025-04-07 08:55,250.00
RYV,2025-04-07 08:55,250.00
EFT,2025-04-07 08:55,240.00
MSN,2025-04-07 09:53,340.00
EFT,2025-04-07 09:55,270.00
RYV,2025-04-07 09:55,340.00
JVL,2025-04-07 09:55,260.00
JVL,2025-04-07 10:45,310.00
MSN,2025-04-07 10:53,340.00
EFT,2025-04-07 10:55,340.00
RYV,2025-04-07 10:55,330.00
JVL,2025-04-07 11:45,340.00
MSN,2025-04-07 11:53,320.00
RYV,2025-04-07 11:55,330.00
EFT,2025-04-07 11:55,350.00
MSN,2025-04-07 12:53,330.00
RYV,2025-04-07 12:55,330.00
EFT,2025-04-07 12:55,340.00
MSN,2025-04-07 13:53,340.00
EFT,2025-04-07 13:55,340.00
RYV,2025-04-07 13:55,350.00
JVL,2025-04-07 14:45,350.00
MSN,2025-04-07 14:53,360.00
RYV,2025-04-07 14:55,10.00
EFT,2025-04-07 14:55,350.00
JVL,2025-04-07 15:45,10.00
MSN,2025-04-07 15:53,360.00
EFT,2025-04-07 15:55,360.00
RYV,2025-04-07 15:55,10.00
JVL,2025-04-07 16:45,10.00
MSN,2025-04-07 16:53,20.00
EFT,2025-04-07 16:55,360.00
RYV,2025-04-07 16:55,20.00
JVL,2025-04-07 17:45,10.00
MSN,2025-04-07 17:53,20.00
RYV,2025-04-07 17:55,350.00
EFT,2025-04-07 17:55,40.00
JVL,2025-04-07 18:45,20.00
MSN,2025-04-07 18:53,360.00
EFT,2025-04-07 18:55,360.00
RYV,2025-04-07 18:55,350.00
JVL,2025-04-07 19:45,40.00
MSN,2025-04-07 19:53,330.00
RYV,2025-04-07 19:55,360.00
EFT,2025-04-07 19:55,10.00
JVL,2025-04-07 20:45,350.00
MSN,2025-04-07 20:53,350.00
EFT,2025-04-07 20:55,360.00
RYV,2025-04-07 20:55,320.00
JVL,2025-04-07 21:45,350.00
MSN,2025-04-07 21:53,10.00
EFT,2025-04-07 21:55,350.00
RYV,2025-04-07 21:55,340.00
JVL,2025-04-07 22:45,350.00
MSN,2025-04-07 22:53,350.00
EFT,2025-04-07 22:55,350.00
RYV,2025-04-07 22:55,360.00
JVL,2025-04-07 23:45,340.00
MSN,2025-04-07 23:53,360.00
EFT,2025-04-07 23:55,10.00
RYV,2025-04-07 23:55,20.00
JVL,2025-04-08 00:45,20.00
MSN,2025-04-08 00:53,350.00
RYV,2025-04-08 00:55,10.00
EFT,2025-04-08 00:55,10.00
JVL,2025-04-08 01:45,10.00
MSN,2025-04-08 01:53,350.00
RYV,2025-04-08 01:55,20.00
EFT,2025-04-08 01:55,10.00
MSN,2025-04-08 02:53,340.00
RYV,2025-04-08 02:55,350.00
EFT,2025-04-08 02:55,10.00
JVL,2025-04-08 02:55,30.00
MSN,2025-04-08 03:53,340.00
JVL,2025-04-08 03:55,30.00
EFT,2025-04-08 03:55,10.00
RYV,2025-04-08 03:55,360.00
MSN,2025-04-08 04:53,340.00
RYV,2025-04-08 04:55,360.00
EFT,2025-04-08 04:55,10.00
JVL,2025-04-08 04:55,30.00
MSN,2025-04-08 05:53,350.00
RYV,2025-04-08 05:55,360.00
JVL,2025-04-08 05:55,20.00
EFT,2025-04-08 05:55,10.00
MSN,2025-04-08 06:53,350.00
JVL,2025-04-08 06:55,10.00
RYV,2025-04-08 06:55,360.00
EFT,2025-04-08 06:55,10.00
MSN,2025-04-08 07:53,0.00
EFT,2025-04-08 07:55,360.00
RYV,2025-04-08 07:55,0.00
JVL,2025-04-08 07:55,30.00
MSN,2025-04-08 08:53,350.00
EFT,2025-04-08 08:55,350.00
RYV,2025-04-08 08:55,320.00
JVL,2025-04-08 08:55,10.00
MSN,2025-04-08 09:53,0.00
JVL,2025-04-08 09:55,0.00
RYV,2025-04-08 09:55,360.00
EFT,2025-04-08 09:55,10.00
JVL,2025-04-08 10:45,0.00
MSN,2025-04-08 10:53,290.00
RYV,2025-04-08 10:55,0.00
EFT,2025-04-08 10:55,0.00
JVL,2025-04-08 11:45,0.00
MSN,2025-04-08 11:53,0.00
EFT,2025-04-08 11:55,340.00
RYV,2025-04-08 11:55,0.00
JVL,2025-04-08 12:45,0.00
MSN,2025-04-08 12:53,320.00
RYV,2025-04-08 12:55,310.00
EFT,2025-04-08 12:55,0.00
JVL,2025-04-08 13:45,320.00
MSN,2025-04-08 13:53,20.00
RYV,2025-04-08 13:55,340.00
EFT,2025-04-08 13:55,0.00
JVL,2025-04-08 14:45,340.00
MSN,2025-04-08 14:53,330.00
RYV,2025-04-08 14:55,0.00
EFT,2025-04-08 14:55,280.00
JVL,2025-04-08 15:45,340.00
MSN,2025-04-08 15:53,250.00
EFT,2025-04-08 15:55,320.00
RYV,2025-04-08 15:55,280.00
JVL,2025-04-08 16:45,0.00
MSN,2025-04-08 16:53,0.00
RYV,2025-04-08 16:55,0.00
EFT,2025-04-08 16:55,340.00
JVL,2025-04-08 17:45,null
MSN,2025-04-08 17:53,null
EFT,2025-04-08 17:55,300.00
RYV,2025-04-08 17:55,310.00
JVL,2025-04-08 18:45,300.00
MSN,2025-04-08 18:53,330.00
RYV,2025-04-08 18:55,10.00
EFT,2025-04-08 18:55,300.00
JVL,2025-04-08 19:45,300.00
MSN,2025-04-08 19:53,240.00
RYV,2025-04-08 19:55,260.00
EFT,2025-04-08 19:55,0.00
JVL,2025-04-08 20:45,0.00
MSN,2025-04-08 20:53,null
RYV,2025-04-08 20:55,220.00
EFT,2025-04-08 20:55,210.00
JVL,2025-04-08 21:45,280.00
MSN,2025-04-08 21:53,270.00
EFT,2025-04-08 21:55,260.00
RYV,2025-04-08 21:55,260.00
JVL,2025-04-08 22:45,0.00
MSN,2025-04-08 22:53,0.00
RYV,2025-04-08 22:55,260.00
EFT,2025-04-08 22:55,250.00
JVL,2025-04-08 23:45,270.00
MSN,2025-04-08 23:53,280.00
RYV,2025-04-08 23:55,250.00
EFT,2025-04-08 23:55,250.00
JVL,2025-04-09 00:45,0.00
MSN,2025-04-09 00:53,0.00
RYV,2025-04-09 00:55,0.00
EFT,2025-04-09 00:55,0.00
JVL,2025-04-09 01:45,0.00
MSN,2025-04-09 01:53,210.00
RYV,2025-04-09 01:55,160.00
EFT,2025-04-09 01:55,140.00
MSN,2025-04-09 02:53,190.00
EFT,2025-04-09 02:55,200.00
JVL,2025-04-09 02:55,170.00
RYV,2025-04-09 02:55,170.00
MSN,2025-04-09 03:53,190.00
RYV,2025-04-09 03:55,140.00
JVL,2025-04-09 03:55,170.00
EFT,2025-04-09 03:55,190.00
MSN,2025-04-09 04:53,190.00
EFT,2025-04-09 04:55,180.00
JVL,2025-04-09 04:55,150.00
RYV,2025-04-09 04:55,160.00
MSN,2025-04-09 05:53,170.00
RYV,2025-04-09 05:55,150.00
JVL,2025-04-09 05:55,170.00
EFT,2025-04-09 05:55,180.00
MSN,2025-04-09 06:53,170.00
EFT,2025-04-09 06:55,170.00
JVL,2025-04-09 06:55,160.00
RYV,2025-04-09 06:55,0.00
MSN,2025-04-09 07:53,180.00
RYV,2025-04-09 07:55,0.00
EFT,2025-04-09 07:55,170.00
JVL,2025-04-09 07:55,140.00
MSN,2025-04-09 08:53,160.00
JVL,2025-04-09 08:55,130.00
RYV,2025-04-09 08:55,130.00
EFT,2025-04-09 08:55,150.00
EFT,2025-04-09 09:35,150.00
MSN,2025-04-09 09:53,140.00
JVL,2025-04-09 09:55,150.00
RYV,2025-04-09 09:55,130.00
JVL,2025-04-09 10:45,130.00
MSN,2025-04-09 10:53,150.00
RYV,2025-04-09 10:55,130.00
EFT,2025-04-09 10:55,150.00
JVL,2025-04-09 11:45,140.00
MSN,2025-04-09 11:53,160.00
RYV,2025-04-09 11:55,140.00
EFT,2025-04-09 11:55,150.00
JVL,2025-04-09 12:45,150.00
MSN,2025-04-09 12:53,160.00
EFT,2025-04-09 12:55,140.00
RYV,2025-04-09 12:55,160.00
JVL,2025-04-09 13:45,160.00
MSN,2025-04-09 13:53,170.00
RYV,2025-04-09 13:55,170.00
EFT,2025-04-09 13:55,140.00
JVL,2025-04-09 14:45,160.00
MSN,2025-04-09 14:53,170.00
EFT,2025-04-09 14:55,120.00
RYV,2025-04-09 14:55,170.00
JVL,2025-04-09 15:45,140.00
MSN,2025-04-09 15:53,160.00
EFT,2025-04-09 15:55,170.00
RYV,2025-04-09 15:55,160.00
EFT,2025-04-09 16:35,160.00
JVL,2025-04-09 16:45,160.00
MSN,2025-04-09 16:53,160.00
RYV,2025-04-09 16:55,150.00
JVL,2025-04-09 17:45,180.00
MSN,2025-04-09 17:53,150.00
RYV,2025-04-09 17:55,140.00
EFT,2025-04-09 17:55,160.00
JVL,2025-04-09 18:45,140.00
MSN,2025-04-09 18:53,180.00
RYV,2025-04-09 18:55,180.00
EFT,2025-04-09 18:55,130.00
JVL,2025-04-09 19:45,160.00
MSN,2025-04-09 19:53,150.00
RYV,2025-04-09 19:55,140.00
EFT,2025-04-09 19:55,150.00
JVL,2025-04-09 20:45,150.00
MSN,2025-04-09 20:53,120.00
RYV,2025-04-09 20:55,120.00
EFT,2025-04-09 20:55,120.00
JVL,2025-04-09 21:45,150.00
MSN,2025-04-09 21:53,120.00
RYV,2025-04-09 21:55,150.00
EFT,2025-04-09 21:55,100.00
JVL,2025-04-09 22:45,130.00
MSN,2025-04-09 22:53,140.00
RYV,2025-04-09 22:55,100.00
EFT,2025-04-09 22:55,120.00
JVL,2025-04-09 23:45,120.00
MSN,2025-04-09 23:53,110.00
RYV,2025-04-09 23:55,110.00
EFT,2025-04-09 23:55,110.00
JVL,2025-04-10 00:45,120.00
MSN,2025-04-10 00:53,110.00
RYV,2025-04-10 00:55,110.00
EFT,2025-04-10 00:55,80.00
JVL,2025-04-10 01:45,110.00
MSN,2025-04-10 01:53,110.00
EFT,2025-04-10 01:55,80.00
RYV,2025-04-10 01:55,120.00
MSN,2025-04-10 02:53,110.00
RYV,2025-04-10 02:55,100.00
JVL,2025-04-10 02:55,70.00
EFT,2025-04-10 02:55,80.00
MSN,2025-04-10 03:53,100.00
JVL,2025-04-10 03:55,80.00
RYV,2025-04-10 03:55,90.00
EFT,2025-04-10 03:55,90.00
MSN,2025-04-10 04:53,120.00
EFT,2025-04-10 04:55,70.00
RYV,2025-04-10 04:55,110.00
JVL,2025-04-10 04:55,80.00
MSN,2025-04-10 05:53,120.00
JVL,2025-04-10 05:55,60.00
EFT,2025-04-10 05:55,80.00
RYV,2025-04-10 05:55,100.00
MSN,2025-04-10 06:53,80.00
JVL,2025-04-10 06:55,90.00
EFT,2025-04-10 06:55,100.00
RYV,2025-04-10 06:55,100.00
MSN,2025-04-10 07:53,100.00
RYV,2025-04-10 07:55,90.00
EFT,2025-04-10 07:55,90.00
JVL,2025-04-10 07:55,80.00
EFT,2025-04-10 08:35,70.00
MSN,2025-04-10 08:53,120.00
JVL,2025-04-10 08:55,80.00
RYV,2025-04-10 08:55,80.00
RYV,2025-04-10 09:50,90.00
MSN,2025-04-10 09:53,0.00
JVL,2025-04-10 09:55,70.00
EFT,2025-04-10 09:55,10.00
JVL,2025-04-10 10:45,20.00
MSN,2025-04-10 10:53,100.00
RYV,2025-04-10 10:55,50.00
EFT,2025-04-10 10:55,80.00
JVL,2025-04-10 11:45,100.00
MSN,2025-04-10 11:53,80.00
RYV,2025-04-10 11:55,110.00
EFT,2025-04-10 11:55,90.00
JVL,2025-04-10 12:45,100.00
MSN,2025-04-10 12:53,60.00
RYV,2025-04-10 12:55,110.00
EFT,2025-04-10 12:55,100.00
JVL,2025-04-10 13:45,100.00
MSN,2025-04-10 13:53,110.00
EFT,2025-04-10 13:55,70.00
RYV,2025-04-10 13:55,90.00
JVL,2025-04-10 14:45,100.00
MSN,2025-04-10 14:53,110.00
EFT,2025-04-10 14:55,120.00
RYV,2025-04-10 14:55,100.00
JVL,2025-04-10 15:45,100.00
MSN,2025-04-10 15:53,120.00
RYV,2025-04-10 15:55,70.00
EFT,2025-04-10 15:55,120.00
JVL,2025-04-10 16:45,80.00
MSN,2025-04-10 16:53,90.00
RYV,2025-04-10 16:55,80.00
EFT,2025-04-10 16:55,100.00
JVL,2025-04-10 17:45,80.00
MSN,2025-04-10 17:53,110.00
EFT,2025-04-10 17:55,90.00
RYV,2025-04-10 17:55,70.00
JVL,2025-04-10 18:45,70.00
MSN,2025-04-10 18:53,80.00
EFT,2025-04-10 18:55,110.00
RYV,2025-04-10 18:55,90.00
JVL,2025-04-10 19:45,60.00
MSN,2025-04-10 19:53,70.00
EFT,2025-04-10 19:55,60.00
RYV,2025-04-10 19:55,80.00
JVL,2025-04-10 20:45,70.00
MSN,2025-04-10 20:53,80.00
RYV,2025-04-10 20:55,100.00
EFT,2025-04-10 20:55,60.00
JVL,2025-04-10 21:45,70.00
MSN,2025-04-10 21:53,100.00
EFT,2025-04-10 21:55,50.00
RYV,2025-04-10 21:55,80.00
JVL,2025-04-10 22:45,80.00
MSN,2025-04-10 22:53,80.00
EFT,2025-04-10 22:55,40.00
RYV,2025-04-10 22:55,80.00
JVL,2025-04-10 23:45,80.00
MSN,2025-04-10 23:53,80.00
RYV,2025-04-10 23:55,90.00
EFT,2025-04-10 23:55,50.00
JVL,2025-04-11 00:45,80.00
MSN,2025-04-11 00:53,90.00
RYV,2025-04-11 00:55,0.00
EFT,2025-04-11 00:55,60.00
JVL,2025-04-11 01:45,80.00
MSN,2025-04-11 01:53,90.00
RYV,2025-04-11 01:55,0.00
EFT,2025-04-11 01:55,70.00
MSN,2025-04-11 02:53,70.00
EFT,2025-04-11 02:55,70.00
JVL,2025-04-11 02:55,60.00
RYV,2025-04-11 02:55,0.00
MSN,2025-04-11 03:53,90.00
RYV,2025-04-11 03:55,0.00
EFT,2025-04-11 03:55,50.00
JVL,2025-04-11 03:55,50.00
MSN,2025-04-11 04:53,10.00
RYV,2025-04-11 04:55,0.00
JVL,2025-04-11 04:55,40.00
EFT,2025-04-11 04:55,60.00
MSN,2025-04-11 05:53,0.00
EFT,2025-04-11 05:55,50.00
JVL,2025-04-11 05:55,50.00
RYV,2025-04-11 05:55,0.00
MSN,2025-04-11 06:53,360.00
JVL,2025-04-11 06:55,30.00
RYV,2025-04-11 06:55,0.00
EFT,2025-04-11 06:55,50.00
MSN,2025-04-11 07:53,0.00
RYV,2025-04-11 07:55,0.00
JVL,2025-04-11 07:55,40.00
EFT,2025-04-11 07:55,40.00
MSN,2025-04-11 08:53,0.00
RYV,2025-04-11 08:55,0.00
JVL,2025-04-11 08:55,10.00
EFT,2025-04-11 08:55,10.00
MSN,2025-04-11 09:53,0.00
RYV,2025-04-11 09:55,0.00
JVL,2025-04-11 09:55,0.00
EFT,2025-04-11 09:55,10.00
JVL,2025-04-11 10:45,320.00
MSN,2025-04-11 10:53,360.00
RYV,2025-04-11 10:55,0.00
EFT,2025-04-11 10:55,360.00
JVL,2025-04-11 11:45,320.00
MSN,2025-04-11 11:53,0.00
RYV,2025-04-11 11:55,0.00
EFT,2025-04-11 11:55,20.00
JVL,2025-04-11 12:45,0.00
MSN,2025-04-11 12:53,0.00
EFT,2025-04-11 12:55,30.00
RYV,2025-04-11 12:55,0.00
JVL,2025-04-11 13:45,10.00
MSN,2025-04-11 13:53,350.00
RYV,2025-04-11 13:55,320.00
EFT,2025-04-11 13:55,20.00
JVL,2025-04-11 14:45,10.00
MSN,2025-04-11 14:53,null
RYV,2025-04-11 14:55,360.00
EFT,2025-04-11 14:55,40.00
JVL,2025-04-11 15:45,30.00
MSN,2025-04-11 15:53,null
EFT,2025-04-11 15:55,360.00
RYV,2025-04-11 15:55,50.00
EFT,2025-04-11 16:35,20.00
JVL,2025-04-11 16:45,40.00
MSN,2025-04-11 16:53,0.00
RYV,2025-04-11 16:55,320.00
JVL,2025-04-11 17:45,340.00
MSN,2025-04-11 17:53,330.00
EFT,2025-04-11 17:55,40.00
RYV,2025-04-11 17:55,310.00
JVL,2025-04-11 18:45,340.00
MSN,2025-04-11 18:53,300.00
RYV,2025-04-11 18:55,360.00
EFT,2025-04-11 18:55,340.00
JVL,2025-04-11 19:45,330.00
MSN,2025-04-11 19:53,20.00
RYV,2025-04-11 19:55,340.00
EFT,2025-04-11 19:55,320.00
MSN,2025-04-11 20:53,310.00
EFT,2025-04-11 20:55,0.00
RYV,2025-04-11 20:55,0.00
JVL,2025-04-11 21:45,30.00
MSN,2025-04-11 21:53,null
RYV,2025-04-11 21:55,350.00
EFT,2025-04-11 21:55,320.00
JVL,2025-04-11 22:45,320.00
MSN,2025-04-11 22:53,280.00
EFT,2025-04-11 22:55,0.00
RYV,2025-04-11 22:55,310.00
JVL,2025-04-11 23:45,340.00
MSN,2025-04-11 23:53,0.00
RYV,2025-04-11 23:55,280.00
EFT,2025-04-11 23:55,310.00
JVL,2025-04-12 00:45,0.00
MSN,2025-04-12 00:53,0.00
EFT,2025-04-12 00:55,280.00
RYV,2025-04-12 00:55,0.00
JVL,2025-04-12 01:45,0.00
MSN,2025-04-12 01:53,0.00
RYV,2025-04-12 01:55,0.00
EFT,2025-04-12 01:55,290.00
MSN,2025-04-12 02:53,0.00
EFT,2025-04-12 02:55,0.00
JVL,2025-04-12 02:55,0.00
RYV,2025-04-12 02:55,0.00
MSN,2025-04-12 03:53,0.00
RYV,2025-04-12 03:55,0.00
JVL,2025-04-12 03:55,0.00
EFT,2025-04-12 03:55,0.00
MSN,2025-04-12 04:53,0.00
RYV,2025-04-12 04:55,0.00
EFT,2025-04-12 04:55,150.00
JVL,2025-04-12 04:55,0.00
MSN,2025-04-12 05:53,0.00
JVL,2025-04-12 05:55,0.00
RYV,2025-04-12 05:55,0.00
EFT,2025-04-12 05:55,190.00
MSN,2025-04-12 06:53,0.00
EFT,2025-04-12 06:55,200.00
RYV,2025-04-12 06:55,0.00
JVL,2025-04-12 06:55,0.00
MSN,2025-04-12 07:53,0.00
RYV,2025-04-12 07:55,0.00
EFT,2025-04-12 07:55,220.00
JVL,2025-04-12 07:55,100.00
MSN,2025-04-12 08:53,0.00
RYV,2025-04-12 08:55,0.00
JVL,2025-04-12 08:55,0.00
EFT,2025-04-12 08:55,210.00
MSN,2025-04-12 09:53,0.00
EFT,2025-04-12 09:55,210.00
RYV,2025-04-12 09:55,0.00
JVL,2025-04-12 09:55,0.00
JVL,2025-04-12 10:45,0.00
MSN,2025-04-12 10:53,0.00
RYV,2025-04-12 10:55,0.00
EFT,2025-04-12 10:55,210.00
JVL,2025-04-12 11:45,0.00
MSN,2025-04-12 11:53,0.00
RYV,2025-04-12 11:55,0.00
EFT,2025-04-12 11:55,210.00
JVL,2025-04-12 12:45,0.00
MSN,2025-04-12 12:53,0.00
RYV,2025-04-12 12:55,0.00
EFT,2025-04-12 12:55,210.00
JVL,2025-04-12 13:45,0.00
RYV,2025-04-12 13:50,0.00
MSN,2025-04-12 13:53,160.00
EFT,2025-04-12 13:55,210.00
JVL,2025-04-12 14:45,0.00
MSN,2025-04-12 14:53,180.00
RYV,2025-04-12 14:55,190.00
EFT,2025-04-12 14:55,200.00
JVL,2025-04-12 15:45,220.00
MSN,2025-04-12 15:53,210.00
RYV,2025-04-12 15:55,230.00
EFT,2025-04-12 15:55,210.00
JVL,2025-04-12 16:45,210.00
MSN,2025-04-12 16:53,200.00
RYV,2025-04-12 16:55,230.00
EFT,2025-04-12 16:55,220.00
JVL,2025-04-12 17:45,240.00
MSN,2025-04-12 17:53,240.00
RYV,2025-04-12 17:55,160.00
EFT,2025-04-12 17:55,200.00
JVL,2025-04-12 18:45,180.00
MSN,2025-04-12 18:53,200.00
RYV,2025-04-12 18:55,220.00
EFT,2025-04-12 18:55,220.00
JVL,2025-04-12 19:45,190.00
MSN,2025-04-12 19:53,170.00
RYV,2025-04-12 19:55,200.00
EFT,2025-04-12 19:55,210.00
JVL,2025-04-12 20:45,210.00
MSN,2025-04-12 20:53,180.00
RYV,2025-04-12 20:55,200.00
EFT,2025-04-12 20:55,190.00
JVL,2025-04-12 21:45,null
MSN,2025-04-12 21:53,190.00
EFT,2025-04-12 21:55,190.00
RYV,2025-04-12 21:55,180.00
JVL,2025-04-12 22:45,190.00
MSN,2025-04-12 22:53,180.00
RYV,2025-04-12 22:55,170.00
EFT,2025-04-12 22:55,180.00
JVL,2025-04-12 23:45,200.00
MSN,2025-04-12 23:53,180.00
EFT,2025-04-12 23:55,170.00
RYV,2025-04-12 23:55,180.00
MSN,2025-04-13 00:53,170.00
RYV,2025-04-13 00:55,150.00
EFT,2025-04-13 00:55,170.00
MSN,2025-04-13 01:53,170.00
EFT,2025-04-13 01:55,170.00
RYV,2025-04-13 01:55,130.00
JVL,2025-04-13 02:50,160.00
MSN,2025-04-13 02:53,170.00
RYV,2025-04-13 02:55,140.00
EFT,2025-04-13 02:55,180.00
JVL,2025-04-13 03:50,170.00
MSN,2025-04-13 03:53,170.00
EFT,2025-04-13 03:55,170.00
RYV,2025-04-13 03:55,130.00
MSN,2025-04-13 04:53,130.00
EFT,2025-04-13 04:55,190.00
JVL,2025-04-13 04:55,200.00
RYV,2025-04-13 04:55,0.00
MSN,2025-04-13 05:53,180.00
JVL,2025-04-13 05:55,180.00
EFT,2025-04-13 05:55,160.00
RYV,2025-04-13 05:55,130.00
MSN,2025-04-13 06:53,170.00
EFT,2025-04-13 06:55,170.00
JVL,2025-04-13 06:55,180.00
RYV,2025-04-13 06:55,130.00
MSN,2025-04-13 07:53,180.00
EFT,2025-04-13 07:55,180.00
RYV,2025-04-13 07:55,130.00
JVL,2025-04-13 07:55,150.00
JVL,2025-04-13 08:50,160.00
MSN,2025-04-13 08:53,180.00
RYV,2025-04-13 08:55,130.00
EFT,2025-04-13 08:55,170.00
MSN,2025-04-13 09:53,170.00
JVL,2025-04-13 09:55,160.00
EFT,2025-04-13 09:55,150.00
RYV,2025-04-13 09:55,140.00
JVL,2025-04-13 10:45,160.00
MSN,2025-04-13 10:53,160.00
RYV,2025-04-13 10:55,140.00
EFT,2025-04-13 10:55,160.00
JVL,2025-04-13 11:45,160.00
MSN,2025-04-13 11:53,160.00
RYV,2025-04-13 11:55,140.00
EFT,2025-04-13 11:55,150.00
JVL,2025-04-13 12:45,160.00
MSN,2025-04-13 12:53,170.00
RYV,2025-04-13 12:55,160.00
EFT,2025-04-13 12:55,170.00
JVL,2025-04-13 13:45,160.00
MSN,2025-04-13 13:53,160.00
EFT,2025-04-13 13:55,170.00
RYV,2025-04-13 13:55,160.00
JVL,2025-04-13 14:45,190.00
MSN,2025-04-13 14:53,170.00
RYV,2025-04-13 14:55,170.00
EFT,2025-04-13 14:55,170.00
JVL,2025-04-13 15:45,180.00
MSN,2025-04-13 15:53,170.00
RYV,2025-04-13 15:55,170.00
EFT,2025-04-13 15:55,170.00
JVL,2025-04-13 16:45,180.00
MSN,2025-04-13 16:53,170.00
EFT,2025-04-13 16:55,160.00
RYV,2025-04-13 16:55,160.00
JVL,2025-04-13 17:45,180.00
RYV,2025-04-13 17:50,170.00
MSN,2025-04-13 17:53,170.00
EFT,2025-04-13 17:55,150.00
JVL,2025-04-13 18:45,180.00
MSN,2025-04-13 18:53,200.00
EFT,2025-04-13 18:55,180.00
RYV,2025-04-13 18:55,180.00
JVL,2025-04-13 19:45,150.00
MSN,2025-04-13 19:53,120.00
RYV,2025-04-13 19:55,150.00
EFT,2025-04-13 19:55,160.00
JVL,2025-04-13 20:45,160.00
MSN,2025-04-13 20:53,null
RYV,2025-04-13 20:55,200.00
EFT,2025-04-13 20:55,170.00
JVL,2025-04-13 21:45,160.00
MSN,2025-04-13 21:53,130.00
RYV,2025-04-13 21:55,180.00
EFT,2025-04-13 21:55,160.00
JVL,2025-04-13 22:45,150.00
MSN,2025-04-13 22:53,150.00
